value,tab,tab_label,cat01,cat01_label,cat02,cat02_label,cat03,cat03_label,unit
2947.4,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,1,総数,千人
470.4,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,2,入院,千人
11.6,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,3,入院（新入院）,千人
458.9,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,4,入院（繰越入院）,千人
2477,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,5,外来,千人
495.7,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,6,外来（初診）,千人
1981.3,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,7,外来（再来）,千人
145.7,22,推計患者数の年次推移,01,昭和30年,1,全　　施　　設,8,外来（往診（再掲））,千人
1025.5,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,1,総数,千人
426,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,2,入院,千人
8.7,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,3,入院（新入院）,千人
417.3,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,4,入院（繰越入院）,千人
599.5,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,5,外来,千人
92.2,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,6,外来（初診）,千人
507.3,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,7,外来（再来）,千人
8.9,22,推計患者数の年次推移,01,昭和30年,2,病　　　　　院,8,外来（往診（再掲））,千人
1549.8,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,1,総数,千人
44.4,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,2,入院,千人
2.9,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,3,入院（新入院）,千人
41.6,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,4,入院（繰越入院）,千人
1505.4,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,5,外来,千人
327.6,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,6,外来（初診）,千人
1177.9,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,7,外来（再来）,千人
136.8,22,推計患者数の年次推移,01,昭和30年,3,一般診療所,8,外来（往診（再掲））,千人
372.1,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,4,入院（繰越入院）,千人
372.1,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,5,外来,千人
76,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,6,外来（初診）,千人
296.1,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,7,外来（再来）,千人
-,22,推計患者数の年次推移,01,昭和30年,4,歯科診療所,8,外来（往診（再掲））,千人
4488.4,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,1,総数,千人
608.8,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,2,入院,千人
17.2,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,3,入院（新入院）,千人
591.6,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,4,入院（繰越入院）,千人
3879.6,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,5,外来,千人
714.8,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,6,外来（初診）,千人
3164.8,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,7,外来（再来）,千人
149.7,22,推計患者数の年次推移,02,昭和35年,1,全　　施　　設,8,外来（往診（再掲））,千人
1300.1,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,1,総数,千人
545.9,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,2,入院,千人
11.6,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,3,入院（新入院）,千人
534.3,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,4,入院（繰越入院）,千人
754.3,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,5,外来,千人
122.2,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,6,外来（初診）,千人
632,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,7,外来（再来）,千人
9.7,22,推計患者数の年次推移,02,昭和35年,2,病　　　　　院,8,外来（往診（再掲））,千人
2483.8,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,1,総数,千人
62.9,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,2,入院,千人
5.6,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,3,入院（新入院）,千人
57.3,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,4,入院（繰越入院）,千人
2420.9,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,5,外来,千人
484.1,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,6,外来（初診）,千人
1936.8,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,7,外来（再来）,千人
139.5,22,推計患者数の年次推移,02,昭和35年,3,一般診療所,8,外来（往診（再掲））,千人
704.5,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,4,入院（繰越入院）,千人
704.5,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,5,外来,千人
108.5,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,6,外来（初診）,千人
596,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,7,外来（再来）,千人
0.4,22,推計患者数の年次推移,02,昭和35年,4,歯科診療所,8,外来（往診（再掲））,千人
5808.1,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,1,総数,千人
813.7,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,2,入院,千人
20.5,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,3,入院（新入院）,千人
793.2,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,4,入院（繰越入院）,千人
4994.5,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,5,外来,千人
838.4,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,6,外来（初診）,千人
4156.1,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,7,外来（再来）,千人
135.6,22,推計患者数の年次推移,03,昭和40年,1,全　　施　　設,8,外来（往診（再掲））,千人
1642.7,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,1,総数,千人
710.9,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,2,入院,千人
13.2,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,3,入院（新入院）,千人
697.6,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,4,入院（繰越入院）,千人
931.9,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,5,外来,千人
135.2,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,6,外来（初診）,千人
796.7,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,7,外来（再来）,千人
9,22,推計患者数の年次推移,03,昭和40年,2,病　　　　　院,8,外来（往診（再掲））,千人
3239.1,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,1,総数,千人
102.8,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,2,入院,千人
7.3,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,3,入院（新入院）,千人
95.5,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,4,入院（繰越入院）,千人
3136.3,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,5,外来,千人
561.1,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,6,外来（初診）,千人
2575.2,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,7,外来（再来）,千人
126.6,22,推計患者数の年次推移,03,昭和40年,3,一般診療所,8,外来（往診（再掲））,千人
926.3,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,4,入院（繰越入院）,千人
926.3,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,5,外来,千人
142.1,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,6,外来（初診）,千人
784.3,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,7,外来（再来）,千人
-,22,推計患者数の年次推移,03,昭和40年,4,歯科診療所,8,外来（往診（再掲））,千人
7247.3,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,1,総数,千人
971.6,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,2,入院,千人
25.5,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,3,入院（新入院）,千人
946.1,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,4,入院（繰越入院）,千人
6275.7,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,5,外来,千人
1128.2,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,6,外来（初診）,千人
5147.5,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,7,外来（再来）,千人
122.1,22,推計患者数の年次推移,04,昭和45年,1,全　　施　　設,8,外来（往診（再掲））,千人
2075.1,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,1,総数,千人
852.6,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,2,入院,千人
18.3,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,3,入院（新入院）,千人
834.4,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,4,入院（繰越入院）,千人
1222.5,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,5,外来,千人
192.1,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,6,外来（初診）,千人
1030.4,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,7,外来（再来）,千人
5.7,22,推計患者数の年次推移,04,昭和45年,2,病　　　　　院,8,外来（往診（再掲））,千人
4068.2,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,1,総数,千人
118.9,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,2,入院,千人
7.2,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,3,入院（新入院）,千人
111.7,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,4,入院（繰越入院）,千人
3949.3,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,5,外来,千人
743.2,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,6,外来（初診）,千人
3206.1,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,7,外来（再来）,千人
115.9,22,推計患者数の年次推移,04,昭和45年,3,一般診療所,8,外来（往診（再掲））,千人
1104,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,4,入院（繰越入院）,千人
1104,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,5,外来,千人
192.9,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,6,外来（初診）,千人
911,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,7,外来（再来）,千人
0.4,22,推計患者数の年次推移,04,昭和45年,4,歯科診療所,8,外来（往診（再掲））,千人
7809.6,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,1,総数,千人
1062.5,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,2,入院,千人
25.5,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,3,入院（新入院）,千人
1037,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,4,入院（繰越入院）,千人
6747,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,5,外来,千人
1194.2,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,6,外来（初診）,千人
5552.9,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,7,外来（再来）,千人
104.6,22,推計患者数の年次推移,05,昭和48年,1,全　　施　　設,8,外来（往診（再掲））,千人
2180,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,1,総数,千人
922.4,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,2,入院,千人
18.8,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,3,入院（新入院）,千人
903.7,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,4,入院（繰越入院）,千人
1257.6,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,5,外来,千人
191.4,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,6,外来（初診）,千人
1066.2,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,7,外来（再来）,千人
5,22,推計患者数の年次推移,05,昭和48年,2,病　　　　　院,8,外来（往診（再掲））,千人
4550.4,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,1,総数,千人
140.1,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,2,入院,千人
6.8,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,3,入院（新入院）,千人
133.3,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,4,入院（繰越入院）,千人
4410.3,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,5,外来,千人
808.8,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,6,外来（初診）,千人
3601.5,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,7,外来（再来）,千人
99,22,推計患者数の年次推移,05,昭和48年,3,一般診療所,8,外来（往診（再掲））,千人
1079.2,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,4,入院（繰越入院）,千人
1079.2,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,5,外来,千人
194,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,6,外来（初診）,千人
885.2,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,7,外来（再来）,千人
0.5,22,推計患者数の年次推移,05,昭和48年,4,歯科診療所,8,外来（往診（再掲））,千人
7890.7,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,1,総数,千人
1038.5,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,2,入院,千人
30.7,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,3,入院（新入院）,千人
1007.8,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,4,入院（繰越入院）,千人
6852.1,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,5,外来,千人
1208.8,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,6,外来（初診）,千人
5643.4,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,7,外来（再来）,千人
101.3,22,推計患者数の年次推移,06,昭和50年,1,全　　施　　設,8,外来（往診（再掲））,千人
2158.7,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,1,総数,千人
918.6,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,2,入院,千人
24.1,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,3,入院（新入院）,千人
894.5,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,4,入院（繰越入院）,千人
1240.1,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,5,外来,千人
184.2,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,6,外来（初診）,千人
1055.9,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,7,外来（再来）,千人
4.4,22,推計患者数の年次推移,06,昭和50年,2,病　　　　　院,8,外来（往診（再掲））,千人
4614.1,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,1,総数,千人
119.9,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,2,入院,千人
6.6,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,3,入院（新入院）,千人
113.3,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,4,入院（繰越入院）,千人
4494.2,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,5,外来,千人
820.5,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,6,外来（初診）,千人
3673.7,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,7,外来（再来）,千人
96.5,22,推計患者数の年次推移,06,昭和50年,3,一般診療所,8,外来（往診（再掲））,千人
1117.9,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,4,入院（繰越入院）,千人
1117.9,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,5,外来,千人
204,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,6,外来（初診）,千人
913.8,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,7,外来（再来）,千人
0.4,22,推計患者数の年次推移,06,昭和50年,4,歯科診療所,8,外来（往診（再掲））,千人
8015.2,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,1,総数,千人
1247.2,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,2,入院,千人
34.6,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,3,入院（新入院）,千人
1212.6,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,4,入院（繰越入院）,千人
6768,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,5,外来,千人
1127.6,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,6,外来（初診）,千人
5640.4,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,7,外来（再来）,千人
76.3,22,推計患者数の年次推移,07,昭和55年,1,全　　施　　設,8,外来（往診（再掲））,千人
2405.6,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,1,総数,千人
1098.5,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,2,入院,千人
24,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,3,入院（新入院）,千人
1074.5,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,4,入院（繰越入院）,千人
1307.2,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,5,外来,千人
190.2,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,6,外来（初診）,千人
1117,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,7,外来（再来）,千人
5.1,22,推計患者数の年次推移,07,昭和55年,2,病　　　　　院,8,外来（往診（再掲））,千人
4401.5,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,1,総数,千人
148.7,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,2,入院,千人
10.6,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,3,入院（新入院）,千人
138.1,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,4,入院（繰越入院）,千人
4252.8,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,5,外来,千人
711,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,6,外来（初診）,千人
3541.7,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,7,外来（再来）,千人
70.3,22,推計患者数の年次推移,07,昭和55年,3,一般診療所,8,外来（往診（再掲））,千人
1208.1,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,4,入院（繰越入院）,千人
1208.1,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,5,外来,千人
226.3,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,6,外来（初診）,千人
981.7,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,7,外来（再来）,千人
1,22,推計患者数の年次推移,07,昭和55年,4,歯科診療所,8,外来（往診（再掲））,千人
8873.7,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,1,総数,千人
1378.2,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,2,入院,千人
41.1,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,3,入院（新入院）,千人
1337.1,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,4,入院（繰越入院）,千人
7495.5,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,5,外来,千人
1187.6,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,6,外来（初診）,千人
6307.9,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,7,外来（再来）,千人
91.9,22,推計患者数の年次推移,08,昭和58年,1,全　　施　　設,8,外来（往診（再掲））,千人
2818.5,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,1,総数,千人
1217.3,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,2,入院,千人
32.4,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,3,入院（新入院）,千人
1184.9,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,4,入院（繰越入院）,千人
1601.2,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,5,外来,千人
220.4,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,6,外来（初診）,千人
1380.8,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,7,外来（再来）,千人
3.9,22,推計患者数の年次推移,08,昭和58年,2,病　　　　　院,8,外来（往診（再掲））,千人
4723.9,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,1,総数,千人
160.9,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,2,入院,千人
8.7,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,3,入院（新入院）,千人
152.3,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,4,入院（繰越入院）,千人
4563,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,5,外来,千人
729.8,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,6,外来（初診）,千人
3833.1,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,7,外来（再来）,千人
87.6,22,推計患者数の年次推移,08,昭和58年,3,一般診療所,8,外来（往診（再掲））,千人
1331.3,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,1,総数,千人
-,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,2,入院,千人
-,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,3,入院（新入院）,千人
-,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,4,入院（繰越入院）,千人
1331.3,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,5,外来,千人
237.4,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,6,外来（初診）,千人
1093.9,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,7,外来（再来）,千人
0.3,22,推計患者数の年次推移,08,昭和58年,4,歯科診療所,8,外来（往診（再掲））,千人
7698.7,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,1,総数,千人
1343.8,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,2,入院,千人
61.6,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,3,入院（新入院）,千人
1282.2,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,4,入院（繰越入院）,千人
6354.9,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,5,外来,千人
1128.4,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,6,外来（初診）,千人
5226.4,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,7,外来（再来）,千人
51.1,22,推計患者数の年次推移,09,昭和59年,1,全　　施　　設,8,外来（往診（再掲））,千人
2766.1,22,推計患者数の年次推移,09,昭和59年,2,病　　　　　院,1,総数,千人
1208.1,22,推計患者数の年次推移,09,昭和59年,2,病　　　　　院,2,入院,千人
52.5,22,推計患者数の年次推移,09,昭和59年,2,病　　　　　院,3,入院（新入院）,千人
1155.5,22,推計患者数の年次推移,09,昭和59年,2,病　　　　　院,4,入院（繰越入院）,千人
1558,22,推計患者数の年次推移,09,昭和59年,2,病　　　　　院,5,外来,千人
229.3,22,推計患者数の年次推移,09,昭和59年,2,病　　　　　院,6,外来（初診）,千人
