value,tab,tab_label,cat01,cat01_label,area,area_label,time,time_label,unit
174,180,企業数,100,計,50000,計,2015000000,2015年,社
174,180,企業数,100,計,50000,計,2014000000,2014年,社
168,180,企業数,100,計,50000,計,2013000000,2013年,社
164,180,企業数,100,計,50000,計,2012000000,2012年,社
170,180,企業数,100,計,50000,計,2011000000,2011年,社
160,180,企業数,100,計,50000,計,2009000000,2009年,社
165,180,企業数,100,計,50000,計,2008000000,2008年,社
156,180,企業数,100,計,50000,計,2007000000,2007年,社
157,180,企業数,100,計,50000,計,2006000000,2006年,社
154,180,企業数,100,計,50000,計,2005000000,2005年,社
10,180,企業数,100,計,50110,中華人民共和国,2008000000,2008年,社
18,180,企業数,100,計,50110,中華人民共和国,2006000000,2006年,社
11,180,企業数,100,計,50110,中華人民共和国,2005000000,2005年,社
11,180,企業数,100,計,50120,中華人民共和国（香港含）,2013000000,2013年,社
11,180,企業数,100,計,50120,中華人民共和国（香港含）,2012000000,2012年,社
15,180,企業数,100,計,50120,中華人民共和国（香港含）,2011000000,2011年,社
20,180,企業数,100,計,50120,中華人民共和国（香港含）,2009000000,2009年,社
18,180,企業数,100,計,50120,中華人民共和国（香港含）,2007000000,2007年,社
13,180,企業数,100,計,50140,台湾（中華民国）,2009000000,2009年,社
15,180,企業数,100,計,50140,台湾（中華民国）,2008000000,2008年,社
16,180,企業数,100,計,50140,台湾（中華民国）,2007000000,2007年,社
17,180,企業数,100,計,50140,台湾（中華民国）,2006000000,2006年,社
15,180,企業数,100,計,50140,台湾（中華民国）,2005000000,2005年,社
23,180,企業数,100,計,50150,ベトナム社会主義共和国,2015000000,2015年,社
22,180,企業数,100,計,50150,ベトナム社会主義共和国,2014000000,2014年,社
25,180,企業数,100,計,50150,ベトナム社会主義共和国,2013000000,2013年,社
23,180,企業数,100,計,50150,ベトナム社会主義共和国,2012000000,2012年,社
31,180,企業数,100,計,50150,ベトナム社会主義共和国,2011000000,2011年,社
25,180,企業数,100,計,50150,ベトナム社会主義共和国,2009000000,2009年,社
25,180,企業数,100,計,50150,ベトナム社会主義共和国,2008000000,2008年,社
23,180,企業数,100,計,50150,ベトナム社会主義共和国,2007000000,2007年,社
24,180,企業数,100,計,50150,ベトナム社会主義共和国,2006000000,2006年,社
19,180,企業数,100,計,50150,ベトナム社会主義共和国,2005000000,2005年,社
16,180,企業数,100,計,50160,タイ王国,2015000000,2015年,社
20,180,企業数,100,計,50160,タイ王国,2014000000,2014年,社
23,180,企業数,100,計,50160,タイ王国,2013000000,2013年,社
20,180,企業数,100,計,50160,タイ王国,2012000000,2012年,社
21,180,企業数,100,計,50160,タイ王国,2011000000,2011年,社
18,180,企業数,100,計,50160,タイ王国,2009000000,2009年,社
18,180,企業数,100,計,50160,タイ王国,2008000000,2008年,社
17,180,企業数,100,計,50160,タイ王国,2007000000,2007年,社
18,180,企業数,100,計,50160,タイ王国,2006000000,2006年,社
19,180,企業数,100,計,50160,タイ王国,2005000000,2005年,社
15,180,企業数,100,計,50170,シンガポール共和国,2015000000,2015年,社
14,180,企業数,100,計,50170,シンガポール共和国,2014000000,2014年,社
14,180,企業数,100,計,50170,シンガポール共和国,2013000000,2013年,社
13,180,企業数,100,計,50170,シンガポール共和国,2012000000,2012年,社
16,180,企業数,100,計,50170,シンガポール共和国,2011000000,2011年,社
15,180,企業数,100,計,50170,シンガポール共和国,2009000000,2009年,社
14,180,企業数,100,計,50170,シンガポール共和国,2008000000,2008年,社
11,180,企業数,100,計,50170,シンガポール共和国,2007000000,2007年,社
9,180,企業数,100,計,50170,シンガポール共和国,2006000000,2006年,社
11,180,企業数,100,計,50170,シンガポール共和国,2005000000,2005年,社
13,180,企業数,100,計,50180,マレーシア,2015000000,2015年,社
10,180,企業数,100,計,50180,マレーシア,2014000000,2014年,社
10,180,企業数,100,計,50180,マレーシア,2011000000,2011年,社
19,180,企業数,100,計,50200,インドネシア共和国,2015000000,2015年,社
20,180,企業数,100,計,50200,インドネシア共和国,2014000000,2014年,社
27,180,企業数,100,計,50200,インドネシア共和国,2013000000,2013年,社
23,180,企業数,100,計,50200,インドネシア共和国,2012000000,2012年,社
22,180,企業数,100,計,50200,インドネシア共和国,2011000000,2011年,社
9,180,企業数,100,計,50200,インドネシア共和国,2009000000,2009年,社
9,180,企業数,100,計,50200,インドネシア共和国,2008000000,2008年,社
9,180,企業数,100,計,50200,インドネシア共和国,2007000000,2007年,社
12,180,企業数,100,計,50200,インドネシア共和国,2006000000,2006年,社
13,180,企業数,100,計,50200,インドネシア共和国,2005000000,2005年,社
21,180,企業数,100,計,50210,ミャンマー連邦共和国,2015000000,2015年,社
18,180,企業数,100,計,50210,ミャンマー連邦共和国,2014000000,2014年,社
12,180,企業数,100,計,50210,ミャンマー連邦共和国,2013000000,2013年,社
12,180,企業数,100,計,50220,インド,2012000000,2012年,社
67,180,企業数,100,計,50270,その他,2015000000,2015年,社
70,180,企業数,100,計,50270,その他,2014000000,2014年,社
56,180,企業数,100,計,50270,その他,2013000000,2013年,社
62,180,企業数,100,計,50270,その他,2012000000,2012年,社
55,180,企業数,100,計,50270,その他,2011000000,2011年,社
60,180,企業数,100,計,50270,その他,2009000000,2009年,社
74,180,企業数,100,計,50270,その他,2008000000,2008年,社
62,180,企業数,100,計,50270,その他,2007000000,2007年,社
59,180,企業数,100,計,50270,その他,2006000000,2006年,社
66,180,企業数,100,計,50270,その他,2005000000,2005年,社
93,180,企業数,120,日系企業,50000,計,2015000000,2015年,社
93,180,企業数,120,日系企業,50000,計,2014000000,2014年,社
88,180,企業数,120,日系企業,50000,計,2013000000,2013年,社
80,180,企業数,120,日系企業,50000,計,2012000000,2012年,社
85,180,企業数,120,日系企業,50000,計,2011000000,2011年,社
68,180,企業数,120,日系企業,50000,計,2009000000,2009年,社
74,180,企業数,120,日系企業,50000,計,2008000000,2008年,社
65,180,企業数,120,日系企業,50000,計,2007000000,2007年,社
63,180,企業数,120,日系企業,50000,計,2006000000,2006年,社
53,180,企業数,120,日系企業,50000,計,2005000000,2005年,社
10,180,企業数,120,日系企業,50110,中華人民共和国,2008000000,2008年,社
11,180,企業数,120,日系企業,50110,中華人民共和国,2006000000,2006年,社
11,180,企業数,120,日系企業,50110,中華人民共和国,2005000000,2005年,社
7,180,企業数,120,日系企業,50120,中華人民共和国（香港含）,2013000000,2013年,社
5,180,企業数,120,日系企業,50120,中華人民共和国（香港含）,2012000000,2012年,社
7,180,企業数,120,日系企業,50120,中華人民共和国（香港含）,2011000000,2011年,社
12,180,企業数,120,日系企業,50120,中華人民共和国（香港含）,2009000000,2009年,社
10,180,企業数,120,日系企業,50120,中華人民共和国（香港含）,2007000000,2007年,社
3,180,企業数,120,日系企業,50140,台湾（中華民国）,2009000000,2009年,社
6,180,企業数,120,日系企業,50140,台湾（中華民国）,2008000000,2008年,社
4,180,企業数,120,日系企業,50140,台湾（中華民国）,2007000000,2007年,社
3,180,企業数,120,日系企業,50140,台湾（中華民国）,2006000000,2006年,社
2,180,企業数,120,日系企業,50140,台湾（中華民国）,2005000000,2005年,社
13,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2015000000,2015年,社
13,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2014000000,2014年,社
16,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2013000000,2013年,社
14,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2012000000,2012年,社
19,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2011000000,2011年,社
16,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2009000000,2009年,社
16,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2008000000,2008年,社
14,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2007000000,2007年,社
14,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2006000000,2006年,社
10,180,企業数,120,日系企業,50150,ベトナム社会主義共和国,2005000000,2005年,社
15,180,企業数,120,日系企業,50160,タイ王国,2015000000,2015年,社
17,180,企業数,120,日系企業,50160,タイ王国,2014000000,2014年,社
17,180,企業数,120,日系企業,50160,タイ王国,2013000000,2013年,社
15,180,企業数,120,日系企業,50160,タイ王国,2012000000,2012年,社
17,180,企業数,120,日系企業,50160,タイ王国,2011000000,2011年,社
14,180,企業数,120,日系企業,50160,タイ王国,2009000000,2009年,社
13,180,企業数,120,日系企業,50160,タイ王国,2008000000,2008年,社
10,180,企業数,120,日系企業,50160,タイ王国,2007000000,2007年,社
11,180,企業数,120,日系企業,50160,タイ王国,2006000000,2006年,社
10,180,企業数,120,日系企業,50160,タイ王国,2005000000,2005年,社
5,180,企業数,120,日系企業,50170,シンガポール共和国,2015000000,2015年,社
3,180,企業数,120,日系企業,50170,シンガポール共和国,2014000000,2014年,社
2,180,企業数,120,日系企業,50170,シンガポール共和国,2013000000,2013年,社
2,180,企業数,120,日系企業,50170,シンガポール共和国,2012000000,2012年,社
4,180,企業数,120,日系企業,50170,シンガポール共和国,2011000000,2011年,社
3,180,企業数,120,日系企業,50170,シンガポール共和国,2009000000,2009年,社
3,180,企業数,120,日系企業,50170,シンガポール共和国,2008000000,2008年,社
2,180,企業数,120,日系企業,50170,シンガポール共和国,2007000000,2007年,社
1,180,企業数,120,日系企業,50170,シンガポール共和国,2006000000,2006年,社
2,180,企業数,120,日系企業,50170,シンガポール共和国,2005000000,2005年,社
5,180,企業数,120,日系企業,50180,マレーシア,2015000000,2015年,社
6,180,企業数,120,日系企業,50180,マレーシア,2014000000,2014年,社
4,180,企業数,120,日系企業,50180,マレーシア,2011000000,2011年,社
13,180,企業数,120,日系企業,50200,インドネシア共和国,2015000000,2015年,社
13,180,企業数,120,日系企業,50200,インドネシア共和国,2014000000,2014年,社
13,180,企業数,120,日系企業,50200,インドネシア共和国,2013000000,2013年,社
14,180,企業数,120,日系企業,50200,インドネシア共和国,2012000000,2012年,社
13,180,企業数,120,日系企業,50200,インドネシア共和国,2011000000,2011年,社
4,180,企業数,120,日系企業,50200,インドネシア共和国,2009000000,2009年,社
3,180,企業数,120,日系企業,50200,インドネシア共和国,2008000000,2008年,社
4,180,企業数,120,日系企業,50200,インドネシア共和国,2007000000,2007年,社
5,180,企業数,120,日系企業,50200,インドネシア共和国,2006000000,2006年,社
4,180,企業数,120,日系企業,50200,インドネシア共和国,2005000000,2005年,社
14,180,企業数,120,日系企業,50210,ミャンマー連邦共和国,2015000000,2015年,社
10,180,企業数,120,日系企業,50210,ミャンマー連邦共和国,2014000000,2014年,社
8,180,企業数,120,日系企業,50210,ミャンマー連邦共和国,2013000000,2013年,社
9,180,企業数,120,日系企業,50220,インド,2012000000,2012年,社
28,180,企業数,120,日系企業,50270,その他,2015000000,2015年,社
31,180,企業数,120,日系企業,50270,その他,2014000000,2014年,社
25,180,企業数,120,日系企業,50270,その他,2013000000,2013年,社
21,180,企業数,120,日系企業,50270,その他,2012000000,2012年,社
21,180,企業数,120,日系企業,50270,その他,2011000000,2011年,社
16,180,企業数,120,日系企業,50270,その他,2009000000,2009年,社
23,180,企業数,120,日系企業,50270,その他,2008000000,2008年,社
21,180,企業数,120,日系企業,50270,その他,2007000000,2007年,社
18,180,企業数,120,日系企業,50270,その他,2006000000,2006年,社
14,180,企業数,120,日系企業,50270,その他,2005000000,2005年,社
34,180,企業数,130,その他の民間企業,50000,計,2015000000,2015年,社
31,180,企業数,130,その他の民間企業,50000,計,2014000000,2014年,社
34,180,企業数,130,その他の民間企業,50000,計,2013000000,2013年,社
31,180,企業数,130,その他の民間企業,50000,計,2012000000,2012年,社
35,180,企業数,130,その他の民間企業,50000,計,2011000000,2011年,社
32,180,企業数,130,その他の民間企業,50000,計,2009000000,2009年,社
34,180,企業数,130,その他の民間企業,50000,計,2008000000,2008年,社
43,180,企業数,130,その他の民間企業,50000,計,2007000000,2007年,社
36,180,企業数,130,その他の民間企業,50000,計,2006000000,2006年,社
28,180,企業数,130,その他の民間企業,50000,計,2005000000,2005年,社
0,180,企業数,130,その他の民間企業,50110,中華人民共和国,2008000000,2008年,社
1,180,企業数,130,その他の民間企業,50110,中華人民共和国,2006000000,2006年,社
0,180,企業数,130,その他の民間企業,50110,中華人民共和国,2005000000,2005年,社
2,180,企業数,130,その他の民間企業,50120,中華人民共和国（香港含）,2013000000,2013年,社
3,180,企業数,130,その他の民間企業,50120,中華人民共和国（香港含）,2012000000,2012年,社
4,180,企業数,130,その他の民間企業,50120,中華人民共和国（香港含）,2011000000,2011年,社
3,180,企業数,130,その他の民間企業,50120,中華人民共和国（香港含）,2009000000,2009年,社
4,180,企業数,130,その他の民間企業,50120,中華人民共和国（香港含）,2007000000,2007年,社
6,180,企業数,130,その他の民間企業,50140,台湾（中華民国）,2009000000,2009年,社
5,180,企業数,130,その他の民間企業,50140,台湾（中華民国）,2008000000,2008年,社
6,180,企業数,130,その他の民間企業,50140,台湾（中華民国）,2007000000,2007年,社
8,180,企業数,130,その他の民間企業,50140,台湾（中華民国）,2006000000,2006年,社
4,180,企業数,130,その他の民間企業,50140,台湾（中華民国）,2005000000,2005年,社
5,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2015000000,2015年,社
4,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2014000000,2014年,社
2,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2013000000,2013年,社
1,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2012000000,2012年,社
2,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2011000000,2011年,社
3,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2009000000,2009年,社
1,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2008000000,2008年,社
1,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2007000000,2007年,社
2,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2006000000,2006年,社
0,180,企業数,130,その他の民間企業,50150,ベトナム社会主義共和国,2005000000,2005年,社
1,180,企業数,130,その他の民間企業,50160,タイ王国,2015000000,2015年,社
2,180,企業数,130,その他の民間企業,50160,タイ王国,2014000000,2014年,社
4,180,企業数,130,その他の民間企業,50160,タイ王国,2013000000,2013年,社
2,180,企業数,130,その他の民間企業,50160,タイ王国,2012000000,2012年,社
3,180,企業数,130,その他の民間企業,50160,タイ王国,2011000000,2011年,社
2,180,企業数,130,その他の民間企業,50160,タイ王国,2009000000,2009年,社
4,180,企業数,130,その他の民間企業,50160,タイ王国,2008000000,2008年,社
3,180,企業数,130,その他の民間企業,50160,タイ王国,2007000000,2007年,社
3,180,企業数,130,その他の民間企業,50160,タイ王国,2006000000,2006年,社
2,180,企業数,130,その他の民間企業,50160,タイ王国,2005000000,2005年,社
5,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2015000000,2015年,社
6,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2014000000,2014年,社
5,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2013000000,2013年,社
7,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2012000000,2012年,社
6,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2011000000,2011年,社
7,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2009000000,2009年,社
7,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2008000000,2008年,社
7,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2007000000,2007年,社
6,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2006000000,2006年,社
6,180,企業数,130,その他の民間企業,50170,シンガポール共和国,2005000000,2005年,社
5,180,企業数,130,その他の民間企業,50180,マレーシア,2015000000,2015年,社
3,180,企業数,130,その他の民間企業,50180,マレーシア,2014000000,2014年,社
5,180,企業数,130,その他の民間企業,50180,マレーシア,2011000000,2011年,社
2,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2015000000,2015年,社
2,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2014000000,2014年,社
6,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2013000000,2013年,社
0,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2012000000,2012年,社
1,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2011000000,2011年,社
0,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2009000000,2009年,社
0,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2008000000,2008年,社
0,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2007000000,2007年,社
1,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2006000000,2006年,社
0,180,企業数,130,その他の民間企業,50200,インドネシア共和国,2005000000,2005年,社
2,180,企業数,130,その他の民間企業,50210,ミャンマー連邦共和国,2015000000,2015年,社
1,180,企業数,130,その他の民間企業,50210,ミャンマー連邦共和国,2014000000,2014年,社
1,180,企業数,130,その他の民間企業,50210,ミャンマー連邦共和国,2013000000,2013年,社
1,180,企業数,130,その他の民間企業,50220,インド,2012000000,2012年,社
14,180,企業数,130,その他の民間企業,50270,その他,2015000000,2015年,社
13,180,企業数,130,その他の民間企業,50270,その他,2014000000,2014年,社
14,180,企業数,130,その他の民間企業,50270,その他,2013000000,2013年,社
17,180,企業数,130,その他の民間企業,50270,その他,2012000000,2012年,社
14,180,企業数,130,その他の民間企業,50270,その他,2011000000,2011年,社
11,180,企業数,130,その他の民間企業,50270,その他,2009000000,2009年,社
17,180,企業数,130,その他の民間企業,50270,その他,2008000000,2008年,社
22,180,企業数,130,その他の民間企業,50270,その他,2007000000,2007年,社
15,180,企業数,130,その他の民間企業,50270,その他,2006000000,2006年,社
16,180,企業数,130,その他の民間企業,50270,その他,2005000000,2005年,社
47,180,企業数,140,公共機関,50000,計,2015000000,2015年,社
50,180,企業数,140,公共機関,50000,計,2014000000,2014年,社
46,180,企業数,140,公共機関,50000,計,2013000000,2013年,社
53,180,企業数,140,公共機関,50000,計,2012000000,2012年,社
50,180,企業数,140,公共機関,50000,計,2011000000,2011年,社
60,180,企業数,140,公共機関,50000,計,2009000000,2009年,社
57,180,企業数,140,公共機関,50000,計,2008000000,2008年,社
48,180,企業数,140,公共機関,50000,計,2007000000,2007年,社
58,180,企業数,140,公共機関,50000,計,2006000000,2006年,社
73,180,企業数,140,公共機関,50000,計,2005000000,2005年,社
0,180,企業数,140,公共機関,50110,中華人民共和国,2008000000,2008年,社
6,180,企業数,140,公共機関,50110,中華人民共和国,2006000000,2006年,社
0,180,企業数,140,公共機関,50110,中華人民共和国,2005000000,2005年,社
2,180,企業数,140,公共機関,50120,中華人民共和国（香港含）,2013000000,2013年,社
3,180,企業数,140,公共機関,50120,中華人民共和国（香港含）,2012000000,2012年,社
4,180,企業数,140,公共機関,50120,中華人民共和国（香港含）,2011000000,2011年,社
5,180,企業数,140,公共機関,50120,中華人民共和国（香港含）,2009000000,2009年,社
4,180,企業数,140,公共機関,50120,中華人民共和国（香港含）,2007000000,2007年,社
4,180,企業数,140,公共機関,50140,台湾（中華民国）,2009000000,2009年,社
4,180,企業数,140,公共機関,50140,台湾（中華民国）,2008000000,2008年,社
6,180,企業数,140,公共機関,50140,台湾（中華民国）,2007000000,2007年,社
6,180,企業数,140,公共機関,50140,台湾（中華民国）,2006000000,2006年,社
9,180,企業数,140,公共機関,50140,台湾（中華民国）,2005000000,2005年,社
5,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2015000000,2015年,社
5,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2014000000,2014年,社
7,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2013000000,2013年,社
8,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2012000000,2012年,社
10,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2011000000,2011年,社
6,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2009000000,2009年,社
8,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2008000000,2008年,社
8,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2007000000,2007年,社
8,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2006000000,2006年,社
9,180,企業数,140,公共機関,50150,ベトナム社会主義共和国,2005000000,2005年,社
0,180,企業数,140,公共機関,50160,タイ王国,2015000000,2015年,社
1,180,企業数,140,公共機関,50160,タイ王国,2014000000,2014年,社
2,180,企業数,140,公共機関,50160,タイ王国,2013000000,2013年,社
3,180,企業数,140,公共機関,50160,タイ王国,2012000000,2012年,社
1,180,企業数,140,公共機関,50160,タイ王国,2011000000,2011年,社
2,180,企業数,140,公共機関,50160,タイ王国,2009000000,2009年,社
1,180,企業数,140,公共機関,50160,タイ王国,2008000000,2008年,社
4,180,企業数,140,公共機関,50160,タイ王国,2007000000,2007年,社
4,180,企業数,140,公共機関,50160,タイ王国,2006000000,2006年,社
7,180,企業数,140,公共機関,50160,タイ王国,2005000000,2005年,社
5,180,企業数,140,公共機関,50170,シンガポール共和国,2015000000,2015年,社
5,180,企業数,140,公共機関,50170,シンガポール共和国,2014000000,2014年,社
7,180,企業数,140,公共機関,50170,シンガポール共和国,2013000000,2013年,社
4,180,企業数,140,公共機関,50170,シンガポール共和国,2012000000,2012年,社
6,180,企業数,140,公共機関,50170,シンガポール共和国,2011000000,2011年,社
5,180,企業数,140,公共機関,50170,シンガポール共和国,2009000000,2009年,社
4,180,企業数,140,公共機関,50170,シンガポール共和国,2008000000,2008年,社
2,180,企業数,140,公共機関,50170,シンガポール共和国,2007000000,2007年,社
2,180,企業数,140,公共機関,50170,シンガポール共和国,2006000000,2006年,社
3,180,企業数,140,公共機関,50170,シンガポール共和国,2005000000,2005年,社
3,180,企業数,140,公共機関,50180,マレーシア,2015000000,2015年,社
1,180,企業数,140,公共機関,50180,マレーシア,2014000000,2014年,社
1,180,企業数,140,公共機関,50180,マレーシア,2011000000,2011年,社
4,180,企業数,140,公共機関,50200,インドネシア共和国,2015000000,2015年,社
5,180,企業数,140,公共機関,50200,インドネシア共和国,2014000000,2014年,社
8,180,企業数,140,公共機関,50200,インドネシア共和国,2013000000,2013年,社
9,180,企業数,140,公共機関,50200,インドネシア共和国,2012000000,2012年,社
8,180,企業数,140,公共機関,50200,インドネシア共和国,2011000000,2011年,社
5,180,企業数,140,公共機関,50200,インドネシア共和国,2009000000,2009年,社
6,180,企業数,140,公共機関,50200,インドネシア共和国,2008000000,2008年,社
5,180,企業数,140,公共機関,50200,インドネシア共和国,2007000000,2007年,社
6,180,企業数,140,公共機関,50200,インドネシア共和国,2006000000,2006年,社
9,180,企業数,140,公共機関,50200,インドネシア共和国,2005000000,2005年,社
5,180,企業数,140,公共機関,50210,ミャンマー連邦共和国,2015000000,2015年,社
7,180,企業数,140,公共機関,50210,ミャンマー連邦共和国,2014000000,2014年,社
3,180,企業数,140,公共機関,50210,ミャンマー連邦共和国,2013000000,2013年,社
2,180,企業数,140,公共機関,50220,インド,2012000000,2012年,社
25,180,企業数,140,公共機関,50270,その他,2015000000,2015年,社
26,180,企業数,140,公共機関,50270,その他,2014000000,2014年,社
17,180,企業数,140,公共機関,50270,その他,2013000000,2013年,社
24,180,企業数,140,公共機関,50270,その他,2012000000,2012年,社
20,180,企業数,140,公共機関,50270,その他,2011000000,2011年,社
33,180,企業数,140,公共機関,50270,その他,2009000000,2009年,社
34,180,企業数,140,公共機関,50270,その他,2008000000,2008年,社
19,180,企業数,140,公共機関,50270,その他,2007000000,2007年,社
26,180,企業数,140,公共機関,50270,その他,2006000000,2006年,社
36,180,企業数,140,公共機関,50270,その他,2005000000,2005年,社
